Menu,Menu Group,Item Name,Modifier,Avg Price,Quantity,Gross Sales,Discount Amount,Net Sales
FOOD,,,,9.43,126642.99995299999,1194525.4200000002,35323.960000000014,1159193.22,
FOOD,Wraps,,,11.78,766,9026.84,385.28999999999996,8641.55,
FOOD,Wraps,Catalina Wrap,,11.55,437,5046.38,259.95,4786.43,
FOOD,Wraps,Catalina Wrap,Traditional Rice,,156,0,0,0,
FOOD,Wraps,Catalina Wrap,No Avocado,,11,0,0,0,
FOOD,Wraps,Catalina Wrap,No Cheese,,8,0,0,0,
FOOD,Wraps,Catalina Wrap,Lettuce,,1,1,0,1,
FOOD,Wraps,Catalina Wrap,Rice,,1,1.75,0,1.75,
FOOD,Wraps,Catalina Wrap,Sauteed Veggies,,13,32.5,0,32.5,
FOOD,Wraps,Catalina Wrap,White Rice,,6,0,0,0,
FOOD,Wraps,Catalina Wrap,Sour Cream,,1,1.5,0,1.5,
FOOD,Wraps,Catalina Wrap,Refried Beans,,62,0,0,0,
FOOD,Wraps,Catalina Wrap,No Onion,,1,0,0,0,
FOOD,Wraps,Catalina Wrap,Black Beans,,35,0,0,0,
FOOD,Wraps,Catalina Wrap,Fries,,177,0,0,0,
FOOD,Wraps,Catalina Wrap,Beans,,2,3.5,0,3.5,
FOOD,Wraps,Catalina Wrap,Guacamole,,1,0,0,0,
FOOD,Wraps,Catalina Wrap,Avocado,,2,3,0,3,
FOOD,Wraps,Catalina Wrap,No Tomatoes,,38,0,0,0,
FOOD,Wraps,Catalina Wrap,Onion,,1,1.5,0,1.5,
FOOD,Wraps,Catalina Wrap,Jalapenos,,2,3,0,3,
FOOD,Wraps,Catalina Wrap,Rice,,1,0,0,0,
FOOD,Wraps,Catalina Wrap,Tomatoes,,1,0,0,0,
FOOD,Wraps,Carnitas Wrap,,11.6,75,870.25,40.04,830.21,
FOOD,Wraps,Carnitas Wrap,Refried Beans,,12,0,0,0,
FOOD,Wraps,Carnitas Wrap,Pico,,1,0,0,0,
FOOD,Wraps,Carnitas Wrap,Black Beans,,4,0,0,0,
FOOD,Wraps,Carnitas Wrap,Fries,,23,0,0,0,
FOOD,Wraps,Carnitas Wrap,No Cheese,,9,0,0,0,
FOOD,Wraps,Carnitas Wrap,White Rice,,2,0,0,0,
FOOD,Wraps,Carnitas Wrap,No Red Bell Peppers,,1,0,0,0,
FOOD,Wraps,Carnitas Wrap,No Tomatoes,,1,0,0,0,
FOOD,Wraps,Carnitas Wrap,No Hongos,,2,0,0,0,
FOOD,Wraps,Carnitas Wrap,Traditional Rice,,41,0,0,0,
FOOD,Wraps,Carnitas Wrap,No Onion,,4,0,0,0,
FOOD,Wraps,Cheese Steak Wrap,,12.24,254,3110.21,85.3,3024.91,
FOOD,Wraps,Cheese Steak Wrap,No Green Bell Pepper,,22,0,0,0,
FOOD,Wraps,Cheese Steak Wrap,White Rice,,4,0,0,0,
FOOD,Wraps,Cheese Steak Wrap,Traditional Rice,,87,0,0,0,
FOOD,Wraps,Cheese Steak Wrap,No Red Bell Peppers,,21,0,0,0,
FOOD,Wraps,Cheese Steak Wrap,No Cilantro,,1,0,0,0,
FOOD,Wraps,Cheese Steak Wrap,Sauteed Veggies,,4,10,0,10,
FOOD,Wraps,Cheese Steak Wrap,Beans,,1,1.75,0,1.75,
FOOD,Wraps,Cheese Steak Wrap,Refried Beans,,28,0,0,0,
FOOD,Wraps,Cheese Steak Wrap,No Cheese,,2,0,0,0,
FOOD,Wraps,Cheese Steak Wrap,No Onion,,12,0,0,0,
FOOD,Wraps,Cheese Steak Wrap,Extra Mushrooms,,1,1.5,0,1.5,
FOOD,Wraps,Cheese Steak Wrap,Fries,,128,0,0,0,
FOOD,Wraps,Cheese Steak Wrap,No Beans,,1,0,0,0,
FOOD,Wraps,Cheese Steak Wrap,No Hongos,,30,0,0,0,
FOOD,Wraps,Cheese Steak Wrap,Black Beans,,9,0,0,0,
FOOD,Wraps,Cheese Steak Wrap,Onion,,1,1.5,0,1.5,
FOOD,Tacos,,,9.71,11797.999998,114596.84999999998,3411.98,111184.87000000001,
FOOD,Tacos,Authentic Street Tacos,,11.87,4220.999998,50093.03,1602.73,48490.3,
FOOD,Tacos,Authentic Street Tacos,No Onion,,285,0,0,0,
FOOD,Tacos,Authentic Street Tacos,No Tortilla,,1,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Chipotle  2oz,,1,0.75,0,0.75,
FOOD,Tacos,Authentic Street Tacos,Sour Cream,,3,4.5,0,4.5,
FOOD,Tacos,Authentic Street Tacos,Rice,,107,214,0,214,
FOOD,Tacos,Authentic Street Tacos,Cilantro,,19,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Flour Soft,,439,0,0,0,
FOOD,Tacos,Authentic Street Tacos,No Rice,,2,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Bell Peppers,,1,1.5,0,1.5,
FOOD,Tacos,Authentic Street Tacos,Salsa,,1,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Refried Beans,,31,62,0,62,
FOOD,Tacos,Authentic Street Tacos,No Lettuce,,1,0,0,0,
FOOD,Tacos,Authentic Street Tacos,No Salsa,,1,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Guajillo  2oz,,1,0.75,0,0.75,
FOOD,Tacos,Authentic Street Tacos,Chicken,,2214.999997,8859.97,0,8859.97,
FOOD,Tacos,Authentic Street Tacos,Shrimp,,1,5,0,5,
FOOD,Tacos,Authentic Street Tacos,Beans,,1,0,0,0,
FOOD,Tacos,Authentic Street Tacos,White Rice,,1,2,0,2,
FOOD,Tacos,Authentic Street Tacos,Chorizo,,585,2340,0,2340,
FOOD,Tacos,Authentic Street Tacos,Guacamole,,8,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Habanero  2oz,,1,0.75,0,0.75,
FOOD,Tacos,Authentic Street Tacos,Salsa,,3,2.25,0,2.25,
FOOD,Tacos,Authentic Street Tacos,Avocado,,3,4.5,0,4.5,
FOOD,Tacos,Authentic Street Tacos,Crunchy,,20,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Steak,,5288.999997,22829.7,0,22829.7,
FOOD,Tacos,Authentic Street Tacos,Shredded Cheese,,2,0,0,0,
FOOD,Tacos,Authentic Street Tacos,No Sour Cream,,2,0,0,0,
FOOD,Tacos,Authentic Street Tacos,No Beans,,3,0,0,0,
FOOD,Tacos,Authentic Street Tacos,No Chicken,,2,0,0,0,
FOOD,Tacos,Authentic Street Tacos,No Cilantro,,186,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Rice,,1,1.75,0,1.75,
FOOD,Tacos,Authentic Street Tacos,Chorizo,,7,24.5,0,24.5,
FOOD,Tacos,Authentic Street Tacos,Guacamole,,2,4,0,4,
FOOD,Tacos,Authentic Street Tacos,Sour Cream,,1,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Onion,,13,19.5,0,19.5,
FOOD,Tacos,Authentic Street Tacos,Rice & Beans,,1,1,0,1,
FOOD,Tacos,Authentic Street Tacos,EXTRA PLATE,,1,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Jalapenos,,1,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Shredded Cheese,,35,52.5,0,52.5,
FOOD,Tacos,Authentic Street Tacos,Nacho Cheese,,1,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Shrimp,,680,3230,0,3230,
FOOD,Tacos,Authentic Street Tacos,Jalapenos,,10,15,0,15,
FOOD,Tacos,Authentic Street Tacos,DO NOT MAKE!,,7,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Onion,,27,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Lettuce,,5,5,0,5,
FOOD,Tacos,Authentic Street Tacos,Tomatoes,,2,3,0,3,
FOOD,Tacos,Authentic Street Tacos,Black Beans,,5,10,0,10,
FOOD,Tacos,Authentic Street Tacos,Pico,,9,13.5,0,13.5,
FOOD,Tacos,Authentic Street Tacos,Al Pastor,,1253,5012,0,5012,
FOOD,Tacos,Authentic Street Tacos,Cilantro,,1,1,0,1,
FOOD,Tacos,Authentic Street Tacos,Queso On Top,,14,27.86,0,27.86,
FOOD,Tacos,Authentic Street Tacos,Rice and Beans,,647,1294,0,1294,
FOOD,Tacos,Authentic Street Tacos,No Steak,,1,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Fish,,21,8,0,8,
FOOD,Tacos,Authentic Street Tacos,No Cheese,,2,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Lettuce Wrap,,76,0,0,0,
FOOD,Tacos,Authentic Street Tacos,Carnitas,,1502,6008,0,6008,
FOOD,Tacos,Authentic Street Tacos,Rice & Beans,,10,0,0,0,
FOOD,Tacos,Fish Tacos (3),,13.01,583,7583.43,114.65,7468.78,
FOOD,Tacos,Fish Tacos (3),No Pico,,12,0,0,0,
FOOD,Tacos,Fish Tacos (3),No Cheese,,1,0,0,0,
FOOD,Tacos,Fish Tacos (3),*ALLERGY ALERT*,,2,0,0,0,
FOOD,Tacos,Fish Tacos (3),Shrimp,,1,5,0,5,
FOOD,Tacos,Fish Tacos (3),Salsa,,1,0.75,0,0.75,
FOOD,Tacos,Fish Tacos (3),No Tortilla,,4,0,0,0,
FOOD,Tacos,Fish Tacos (3),No Lettuce,,3,0,0,0,
FOOD,Tacos,Fish Tacos (3),No Rice,,12,0,0,0,
FOOD,Tacos,Fish Tacos (3),Chipotle  2oz,,1,0.75,0,0.75,
FOOD,Tacos,Fish Tacos (3),Pico,,12,0,0,0,
FOOD,Tacos,Fish Tacos (3),No Avocado,,14,0,0,0,
FOOD,Tacos,Fish Tacos (3),No Beans,,3,0,0,0,
FOOD,Tacos,Fish Tacos (3),No Cilantro,,2,0,0,0,
FOOD,Tacos,Fish Tacos (3),Lettuce,,1,0,0,0,
FOOD,Tacos,Fish Tacos (3),Sour Cream,,1,1.5,0,1.5,
FOOD,Tacos,Fish Tacos (3),SHELLFISH ALLERGY,,2,0,0,0,
FOOD,Tacos,Lettuce Wrap Salmon Tacos,,15.29,272,4157.53,111.07,4046.46,
FOOD,Tacos,Lettuce Wrap Salmon Tacos,Lettuce,,1,0,0,0,
FOOD,Tacos,Lettuce Wrap Salmon Tacos,No Lettuce,,1,0,0,0,
FOOD,Tacos,Lettuce Wrap Salmon Tacos,DO NOT MAKE!,,1,0,0,0,
FOOD,Tacos,Lettuce Wrap Salmon Tacos,No Salsa,,1,0,0,0,
FOOD,Tacos,Lettuce Wrap Salmon Tacos,Pico,,5,0,0,0,
FOOD,Tacos,Lettuce Wrap Salmon Tacos,No Cheese,,2,0,0,0,
FOOD,Tacos,Lettuce Wrap Salmon Tacos,No Rice,,12,0,0,0,
FOOD,Tacos,Lettuce Wrap Salmon Tacos,No Onion,,1,0,0,0,
FOOD,Tacos,Lettuce Wrap Salmon Tacos,No Pico,,2,0,0,0,
FOOD,Tacos,Lettuce Wrap Salmon Tacos,Salsa,,2,0,0,0,
FOOD,Tacos,Tacos,,6.43,5136,33021.18,1301.53,31719.65,
FOOD,Tacos,Tacos,No Salsa,,1,0,0,0,
FOOD,Tacos,Tacos,Corn Soft,,161,0,0,0,
FOOD,Tacos,Tacos,No Cheese,,314,0,0,0,
FOOD,Tacos,Tacos,Jalapenos,,3,4.5,0,4.5,
FOOD,Tacos,Tacos,Salmon,,4,20.5,0,20.5,
FOOD,Tacos,Tacos,Onion,,2,0,0,0,
FOOD,Tacos,Tacos,Beans,,4,7,0,7,
FOOD,Tacos,Tacos,No Sour Cream,,21,0,0,0,
FOOD,Tacos,Tacos,No Cilantro,,11,0,0,0,
FOOD,Tacos,Tacos,Tortilla,,1,0,0,0,
FOOD,Tacos,Tacos,Supreme,,80,120,0,120,
FOOD,Tacos,Tacos,Grilled Steak,,1080,5130,0,5130,
FOOD,Tacos,Tacos,Tilapia,,95,451.25,0,451.25,
FOOD,Tacos,Tacos,Shredded Cheese,,47,0,0,0,
FOOD,Tacos,Tacos,No Avocado,,2,0,0,0,
FOOD,Tacos,Tacos,No Rice,,2,0,0,0,
FOOD,Tacos,Tacos,Tomatoes,,1,0,0,0,
FOOD,Tacos,Tacos,Carnitas,,77,327.25,0,327.25,
FOOD,Tacos,Tacos,Bell Peppers,,2,3,0,3,
FOOD,Tacos,Tacos,Guacamole,,7,14,0,14,
FOOD,Tacos,Tacos,No Tomatoes,,6,0,0,0,
FOOD,Tacos,Tacos,Flour Soft,,3093,0,0,0,
FOOD,Tacos,Tacos,Ground Beef,,4109,16395.01,0,16395.01,
FOOD,Tacos,Tacos,Sour Cream,,57,85.5,0,85.5,
FOOD,Tacos,Tacos,No Lettuce,,1017,0,0,0,
FOOD,Tacos,Tacos,Beef Tips,,18,71.82,0,71.82,
FOOD,Tacos,Tacos,Sour Cream,,12,0,0,0,
FOOD,Tacos,Tacos,No Beans,,6,0,0,0,
FOOD,Tacos,Tacos,Jalapenos,,1,0,0,0,
FOOD,Tacos,Tacos,Tomatoes,,36,54,0,54,
FOOD,Tacos,Tacos,Lettuce,,48,0,0,0,
FOOD,Tacos,Tacos,Beans,,4,0,0,0,
FOOD,Tacos,Tacos,Rice,,23,0,0,0,
FOOD,Tacos,Tacos,Pico,,26,39,0,39,
FOOD,Tacos,Tacos,Cilantro,,9,0,0,0,
FOOD,Tacos,Tacos,Rice,,6,10.5,0,10.5,
FOOD,Tacos,Tacos,Fireball,,62,247.41,0,247.41,
FOOD,Tacos,Tacos,No Onion,,12,0,0,0,
FOOD,Tacos,Tacos,Pastor,,6,25.5,0,25.5,
FOOD,Tacos,Tacos,Shrimp,,239,1135.25,0,1135.25,
FOOD,Tacos,Tacos,Avocado,,3,4.5,0,4.5,
FOOD,Tacos,Tacos,Guacamole,,6,0,0,0,
FOOD,Tacos,Tacos,Pico,,1,0,0,0,
FOOD,Tacos,Tacos,Onion,,12,18,0,18,
FOOD,Tacos,Tacos,No Pico,,4,0,0,0,
FOOD,Tacos,Tacos,No Tortilla,,2,0,0,0,
FOOD,Tacos,Tacos,Crunchy,,1839,0,0,0,
FOOD,Tacos,Tacos,Queso On Top,,9,17.91,0,17.91,
FOOD,Tacos,Tacos,Chorizo,,32,136,0,136,
FOOD,Tacos,Tacos,(1) Chipotle Shrimp,,11,57.75,0,57.75,
FOOD,Tacos,Tacos,Cilantro,,12,12,0,12,
FOOD,Tacos,Tacos,Lettuce Wrap,,43,0,0,0,
FOOD,Tacos,Tacos,DO NOT MAKE!,,23,0,0,0,
FOOD,Tacos,Tacos,Nacho Cheese,,2,0,0,0,
FOOD,Tacos,Tacos,Shredded Cheese,,13,19.5,0,19.5,
FOOD,Tacos,Tacos,Grilled Chicken,,780,3314.98,0,3314.98,
FOOD,Tacos,Tacos,Salsa,,1,0,0,0,
FOOD,Tacos,Tacos,Shredded Chicken,,1320,5266.8,0,5266.8,
FOOD,Tacos,Shrimp Tacos (3),,14.32,1282,18363.18,249.73,18113.45,
FOOD,Tacos,Shrimp Tacos (3),Shredded Cheese,,1,1.5,0,1.5,
FOOD,Tacos,Shrimp Tacos (3),No Seasoning,,2,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),No Salsa,,25,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),Guacamole,,2,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),Lettuce,,1,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),Pico,,15,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),No Pico,,35,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),No Shrimp,,3,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),No Cilantro,,6,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),Pico,,1,1.5,0,1.5,
FOOD,Tacos,Shrimp Tacos (3),No Avocado,,19,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),No Tortilla,,13,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),No Cheese,,3,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),Salsa,,29,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),Queso On Top,,1,1.99,0,1.99,
FOOD,Tacos,Shrimp Tacos (3),No Lettuce,,14,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),No Rice,,41,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),No Beans,,70,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),No Onion,,10,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),No Tomatoes,,2,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),Guacamole,,1,2,0,2,
FOOD,Tacos,Shrimp Tacos (3),Sour Cream,,2,0,0,0,
FOOD,Tacos,Shrimp Tacos (3),Sour Cream,,1,1.5,0,1.5,
FOOD,Tacos,Taco Supremo,,4.53,304,1378.5,32.27,1346.23,
FOOD,Tacos,Taco Supremo,No Lettuce,,1,0,0,0,
FOOD,Tacos,Taco Supremo,No Cheese,,4,0,0,0,
FOOD,Tacos,Taco Supremo,No Sour Cream,,24,0,0,0,
FOOD,Tacos,Taco Supremo,No Tomatoes,,17,0,0,0,
FOOD,Tacos,Taco Supremo,Sour Cream,,5,0,0,0,
FOOD,Tacos,Taco Supremo,Onion,,1,1.5,0,1.5,
FOOD,Tacos,Taco Supremo,Guacamole,,2,4,0,4,
FOOD,Enchiladas,,,10.45,4876.999999,50969.729999999996,2250.96,48718.77,
FOOD,Enchiladas,Enchilada,,5.18,834,4322.14,210.69,4111.45,
FOOD,Enchiladas,Enchilada,Enchilada Salsa  2oz,,1,0.75,0,0.75,
FOOD,Enchiladas,Enchilada,Burrito Salsa  2oz,,2,1.5,0,1.5,
FOOD,Enchiladas,Enchilada,Beans,,37,139.3,0,139.3,
FOOD,Enchiladas,Enchilada,Ground Beef,,313,1213.35,0,1213.35,
FOOD,Enchiladas,Enchilada,Lettuce,,3,3,0,3,
FOOD,Enchiladas,Enchilada,Rice,,1,0,0,0,
FOOD,Enchiladas,Enchilada,Rice,,2,3.5,0,3.5,
FOOD,Enchiladas,Enchilada,Cheese,,373,1395.17,0,1395.17,
FOOD,Enchiladas,Enchilada,Beans,,1,1.75,0,1.75,
FOOD,Enchiladas,Enchilada,No Salsa,,111,0,0,0,
FOOD,Enchiladas,Enchilada,Steak,,37,179.11,0,179.11,
FOOD,Enchiladas,Enchilada,Suiza,,5,25.22,0,25.22,
FOOD,Enchiladas,Enchilada,DO NOT MAKE!,,4,0,0,0,
FOOD,Enchiladas,Enchilada,TOGETHER (Junto),,1,0,0,0,
FOOD,Enchiladas,Enchilada,Chorizo,,2,7.98,0,7.98,
FOOD,Enchiladas,Enchilada,Shredded Cheese,,1,1.5,0,1.5,
FOOD,Enchiladas,Enchilada,Supreme,,3,4.5,0,4.5,
FOOD,Enchiladas,Enchilada,Carnitas,,6,25.46,0,25.46,
FOOD,Enchiladas,Enchilada,Beans,,1,0,0,0,
FOOD,Enchiladas,Enchilada,Shredded Chicken,,296,1141.2,0,1141.2,
FOOD,Enchiladas,Enchilada,Sour Cream,,3,4.5,0,4.5,
FOOD,Enchiladas,Enchilada,Veggie,,3,10.5,0,10.5,
FOOD,Enchiladas,Enchilada,Queso On Top,,63,125.37,0,125.37,
FOOD,Enchiladas,Enchilada,Beef Tips,,3,11.75,0,11.75,
FOOD,Enchiladas,Enchilada,Grilled Chicken,,3,14.73,0,14.73,
FOOD,Enchiladas,Enchilada,Tomatoes,,1,1.5,0,1.5,
FOOD,Enchiladas,Enchilada,Salsa,,7,2.25,0,2.25,
FOOD,Enchiladas,Enchilada,No Cheese,,22,0,0,0,
FOOD,Enchiladas,Enchilada,Salsa,,11,0,0,0,
FOOD,Enchiladas,Shrimp Enchiladas,,12.98,402,5217.81,184.1,5033.71,
FOOD,Enchiladas,Shrimp Enchiladas,No Salsa,,2,0,0,0,
FOOD,Enchiladas,Shrimp Enchiladas,Rice,,1,0,0,0,
FOOD,Enchiladas,Shrimp Enchiladas,Salsa,,2,0,0,0,
FOOD,Enchiladas,Shrimp Enchiladas,No Sour Cream,,2,0,0,0,
FOOD,Enchiladas,Shrimp Enchiladas,No Onion,,1,0,0,0,
FOOD,Enchiladas,Shrimp Enchiladas,No Beans,,3,0,0,0,
FOOD,Enchiladas,Shrimp Enchiladas,No Rice,,1,0,0,0,
FOOD,Enchiladas,Shrimp Enchiladas,Beans,,1,1.75,0,1.75,
FOOD,Enchiladas,Shrimp Enchiladas,EXTRA PLATE,,1,0,0,0,
FOOD,Enchiladas,Shrimp Enchiladas,No Cheese,,2,0,0,0,
FOOD,Enchiladas,Shrimp Enchiladas,Beans,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,,11.27,1580,17811.23,378.83,17432.4,
FOOD,Enchiladas,Enchiladas Verdes,Lettuce,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,*ALLERGY ALERT*,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,Verde  2oz,,1,0.75,0,0.75,
FOOD,Enchiladas,Enchiladas Verdes,Rice,,2,3.5,0,3.5,
FOOD,Enchiladas,Enchiladas Verdes,Nacho Cheese,,1,2,0,2,
FOOD,Enchiladas,Enchiladas Verdes,Queso On Top,,4,7.96,0,7.96,
FOOD,Enchiladas,Enchiladas Verdes,Salsa,,8,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,No Beans,,55,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,No Veggies,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,No Salad,,2,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,Nacho Cheese,,10,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,No Tortilla,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,Steak,,2,10,0,10,
FOOD,Enchiladas,Enchiladas Verdes,No Tomatoes,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,No Rice,,25,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,Sour Cream,,4,6,0,6,
FOOD,Enchiladas,Enchiladas Verdes,No Chicken,,6,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,No Lettuce,,15,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,Salsa,,1,0.75,0,0.75,
FOOD,Enchiladas,Enchiladas Verdes,Shredded Cheese,,2,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,Beans,,2,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,Add Huevos (1),,2,3,0,3,
FOOD,Enchiladas,Enchiladas Verdes,Sour Cream,,5,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,No Cheese,,24,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,Pico,,1,1.5,0,1.5,
FOOD,Enchiladas,Enchiladas Verdes,No Salsa,,10,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,Cilantro,,1,1,0,1,
FOOD,Enchiladas,Enchiladas Verdes,GLUTEN ALLERGY,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,No Onion,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,Guacamole,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,No Sour Cream,,59,0,0,0,
FOOD,Enchiladas,Enchiladas Verdes,Chicken,,1,3.5,0,3.5,
FOOD,Enchiladas,Enchiladas Supremas,,11.19,522,5842.63,130.44,5712.19,
FOOD,Enchiladas,Enchiladas Supremas,Chorizo,,1,3.5,0,3.5,
FOOD,Enchiladas,Enchiladas Supremas,No Beans,,9,0,0,0,
FOOD,Enchiladas,Enchiladas Supremas,No Lettuce,,10,0,0,0,
FOOD,Enchiladas,Enchiladas Supremas,Sour Cream,,1,1.5,0,1.5,
FOOD,Enchiladas,Enchiladas Supremas,No Onion,,4,0,0,0,
FOOD,Enchiladas,Enchiladas Supremas,Guacamole,,2,4,0,4,
FOOD,Enchiladas,Enchiladas Supremas,Salsa,,3,0,0,0,
FOOD,Enchiladas,Enchiladas Supremas,Onion,,1,1.5,0,1.5,
FOOD,Enchiladas,Enchiladas Supremas,No Chicken,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Supremas,No Pico,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Supremas,No Salad,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Supremas,Jalapenos,,1,1.5,0,1.5,
FOOD,Enchiladas,Enchiladas Supremas,No Tomatoes,,14,0,0,0,
FOOD,Enchiladas,Enchiladas Supremas,No Sour Cream,,17,0,0,0,
FOOD,Enchiladas,Enchiladas Supremas,Lettuce,,1,1,0,1,
FOOD,Enchiladas,Enchiladas Supremas,No Salsa,,5,0,0,0,
FOOD,Enchiladas,Enchiladas Supremas,Queso On Top,,8,15.92,0,15.92,
FOOD,Enchiladas,Enchiladas Supremas,No Cheese,,2,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,,11.55,1538.999999,17775.92,1346.9,16429.02,
FOOD,Enchiladas,Enchiladas Suizas,Extra Mushrooms,,1,1.5,0,1.5,
FOOD,Enchiladas,Enchiladas Suizas,Verde  2oz,,1,0.75,0,0.75,
FOOD,Enchiladas,Enchiladas Suizas,No Red Bell Peppers,,2,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,No Cheese,,5,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,No Chicken,,3,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,Salsa,,3,0.75,0,0.75,
FOOD,Enchiladas,Enchiladas Suizas,DO NOT MAKE!,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,EXTRA PLATE,,2,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,Shrimp,,1,5,0,5,
FOOD,Enchiladas,Enchiladas Suizas,Queso On Top,,17,33.83,0,33.83,
FOOD,Enchiladas,Enchiladas Suizas,Beans,,2,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,Salsa,,18,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,Nacho Cheese,,28,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,No Salsa,,20,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,Chicken,,1,3.5,0,3.5,
FOOD,Enchiladas,Enchiladas Suizas,Sour Cream,,7,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,Sour Cream,,1,1.5,0,1.5,
FOOD,Enchiladas,Enchiladas Suizas,Lettuce,,1,1,0,1,
FOOD,Enchiladas,Enchiladas Suizas,No Green Bell Pepper,,2,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,Jalapenos,,1,1.5,0,1.5,
FOOD,Enchiladas,Enchiladas Suizas,*ALLERGY ALERT*,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,No Sour Cream,,70,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,Beans,,2,3.5,0,3.5,
FOOD,Enchiladas,Enchiladas Suizas,No Avocado,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,Tomatoes,,1,1.5,0,1.5,
FOOD,Enchiladas,Enchiladas Suizas,No Onion,,3,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,Rice,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,Steak,,1,5,0,5,
FOOD,Enchiladas,Enchiladas Suizas,Jalapenos,,1,0,0,0,
FOOD,Enchiladas,Enchiladas Suizas,Rice,,5,8.75,0,8.75,
FOOD,Appetizers & Dips,,,6.95,18333.99996,127468.81,3264.52,124204.29000000001,
FOOD,Appetizers & Dips,Queso Dip,,6.84,12231.999963,83628.22,1623.73,82004.49,
FOOD,Appetizers & Dips,Queso Dip,16oz (Large Togo),,101,1161.5,0,1161.5,
FOOD,Appetizers & Dips,Queso Dip,2oz,,237,533.25,0,533.25,
FOOD,Appetizers & Dips,Queso Dip,Salsa,,1,0,0,0,
FOOD,Appetizers & Dips,Queso Dip,Onion,,2,3,0,3,
