Menu,Menu Group,Item Name,Modifier,Avg Price,Quantity,Gross Sales,Discount Amount,Net Sales
FOOD,Quesadillas,Quesadilla Verde,No Lettuce,,17,0,0,0,
FOOD,Quesadillas,Quesadilla Verde,EXTRA PLATE,,1,0,0,0,
FOOD,Quesadillas,Quesadilla Verde,No Sour Cream,,37,0,0,0,
FOOD,Quesadillas,Quesadilla Verde,No Tomatoes,,4,0,0,0,
FOOD,Quesadillas,Quesadilla Verde,No Onion,,4,0,0,0,
FOOD,Quesadillas,Quesadilla Verde,No Guacamole,,37,0,0,0,
FOOD,Quesadillas,Quesadilla Verde,Bell Peppers,,3,4.5,0,4.5,
FOOD,Quesadillas,Quesadilla Verde,Rice,,1,0,0,0,
FOOD,Quesadillas,Quesadilla Verde,Queso On Top,,3,5.97,0,5.97,
FOOD,Quesadillas,Quesadilla Verde,Sour Cream,,7,0,0,0,
FOOD,Quesadillas,Quesadilla Verde,Cheese,,25,0,0,0,
FOOD,Quesadillas,Quesadilla Verde,Shrimp,,15,33.75,0,33.75,
FOOD,Quesadillas,Quesadilla Verde,Guacamole,,13,0,0,0,
FOOD,Quesadillas,Quesadilla Verde,Carnitas,,3,6.75,0,6.75,
FOOD,Quesadillas,Quesadilla Verde,Grilled Steak,,34,76.5,0,76.5,
FOOD,Quesadillas,Quesadilla Verde,Extra Mushrooms,,2,3,0,3,
FOOD,Quesadillas,Quesadilla Verde,Shredded Chicken,,526,0,0,0,
FOOD,Quesadillas,Quesadilla Verde,DO NOT MAKE!,,1,0,0,0,
FOOD,Quesadillas,Quesadilla Verde,Ground Beef,,140,0,0,0,
FOOD,Quesadillas,Quesadilla Verde,No Beans,,1,0,0,0,
FOOD,Quesadillas,Quesadilla Verde,Beans,,2,0,0,0,
FOOD,Quesadillas,Quesadilla Verde,Onion,,10,15,0,15,
FOOD,Quesadillas,Quesadilla Verde,Sour Cream,,6,9,0,9,
FOOD,Quesadillas,Quesadilla Tomatillo,,11.21,305,3418.39,217.7,3200.69,
FOOD,Quesadillas,Quesadilla Tomatillo,No Salad,,1,0,0,0,
FOOD,Quesadillas,Quesadilla Tomatillo,No Tomatoes,,4,0,0,0,
FOOD,Quesadillas,Quesadilla Tomatillo,No Sour Cream,,8,0,0,0,
FOOD,Quesadillas,Quesadilla Tomatillo,Sour Cream,,1,1.5,0,1.5,
FOOD,Quesadillas,Quesadilla Tomatillo,Queso On Top,,1,1.99,0,1.99,
FOOD,Quesadillas,Quesadilla Tomatillo,No Lettuce,,1,0,0,0,
FOOD,Quesadillas,Quesadilla Tomatillo,No Salsa,,1,0,0,0,
FOOD,Quesadillas,Quesadilla Tomatillo,Salsa,,4,0,0,0,
FOOD,Quesadillas,Quesadilla Tomatillo,No Pico,,1,0,0,0,
FOOD,Kids Menu,,,5.45,7900,43062.399999999994,1177.09,41885.31,
FOOD,Kids Menu,Kids #1,,5.54,2473,13695.2,310.73,13384.47,
FOOD,Kids Menu,Kids #1,Shredded Chicken,,258,258,0,258,
FOOD,Kids Menu,Kids #1,White Rice,,28,0,0,0,
FOOD,Kids Menu,Kids #1,Shrimp,,12,27,0,27,
FOOD,Kids Menu,Kids #1,Refried Beans,,717,0,0,0,
FOOD,Kids Menu,Kids #1,Beans,,4,0,0,0,
FOOD,Kids Menu,Kids #1,Grilled Chicken,,77,173.25,0,173.25,
FOOD,Kids Menu,Kids #1,SUB GRILLED CHICKEN,,24,53.99,0,53.99,
FOOD,Kids Menu,Kids #1,Guacamole,,1,0,0,0,
FOOD,Kids Menu,Kids #1,DO NOT MAKE!,,2,0,0,0,
FOOD,Kids Menu,Kids #1,Cheese,,671,0,0,0,
FOOD,Kids Menu,Kids #1,No Cheese,,1,0,0,0,
FOOD,Kids Menu,Kids #1,Beans,,9,0,0,0,
FOOD,Kids Menu,Kids #1,Beans,,10,17.5,0,17.5,
FOOD,Kids Menu,Kids #1,No Onion,,1,0,0,0,
FOOD,Kids Menu,Kids #1,Chicken,,1,0,0,0,
FOOD,Kids Menu,Kids #1,SUB GRILLED SHRIMP,,5,11.25,0,11.25,
FOOD,Kids Menu,Kids #1,Sour Cream,,3,0,0,0,
FOOD,Kids Menu,Kids #1,No Beans,,23,0,0,0,
FOOD,Kids Menu,Kids #1,SUB GRILLED STEAK,,12,27,0,27,
FOOD,Kids Menu,Kids #1,Ground Beef,,13,13,0,13,
FOOD,Kids Menu,Kids #1,EXTRA PLATE,,2,0,0,0,
FOOD,Kids Menu,Kids #1,No Rice,,30,0,0,0,
FOOD,Kids Menu,Kids #1,No Tomatoes,,1,0,0,0,
FOOD,Kids Menu,Kids #1,Sauteed Veggies,,3,7.5,0,7.5,
FOOD,Kids Menu,Kids #1,Fries,,567,0,0,0,
FOOD,Kids Menu,Kids #1,Queso On Top,,1,1.99,0,1.99,
FOOD,Kids Menu,Kids #1,Rice,,2,0,0,0,
FOOD,Kids Menu,Kids #1,Black Beans,,116,0,0,0,
FOOD,Kids Menu,Kids #1,Rice,,1,1.75,0,1.75,
FOOD,Kids Menu,Kids #1,Traditional Rice,,1399,0,0,0,
FOOD,Kids Menu,Kids #1,Grilled Steak,,29,65.25,0,65.25,
FOOD,Kids Menu,Kids #9,,5.32,289,1537,80.72,1456.28,
FOOD,Kids Menu,Kids #9,Rice & Beans,,1,1,0,1,
FOOD,Kids Menu,Kids #9,SUB GRILLED STEAK,,1,2.25,0,2.25,
FOOD,Kids Menu,Kids #9,SUB GRILLED CHICKEN,,3,6.75,0,6.75,
FOOD,Kids Menu,Kids #9,Beans,,1,1.75,0,1.75,
FOOD,Kids Menu,Kids #9,Guacamole,,2,0,0,0,
FOOD,Kids Menu,Kids #9,No Rice,,11,0,0,0,
FOOD,Kids Menu,Kids #9,No Cheese,,3,0,0,0,
FOOD,Kids Menu,Kids #2,,5.42,1056,5727.2,150.37,5576.83,
FOOD,Kids Menu,Kids #2,Shredded Cheese,,1,1.5,0,1.5,
FOOD,Kids Menu,Kids #2,No Lettuce,,304,0,0,0,
FOOD,Kids Menu,Kids #2,Nacho Cheese,,1,2,0,2,
FOOD,Kids Menu,Kids #2,Beans,,3,0,0,0,
FOOD,Kids Menu,Kids #2,Rice,,1,0,0,0,
FOOD,Kids Menu,Kids #2,Onion,,1,0,0,0,
FOOD,Kids Menu,Kids #2,SUB GRILLED SHRIMP,,2,4.5,0,4.5,
FOOD,Kids Menu,Kids #2,Grilled Chicken,,30,67.5,0,67.5,
FOOD,Kids Menu,Kids #2,Sour Cream,,4,6,0,6,
FOOD,Kids Menu,Kids #2,SUB GRILLED CHICKEN,,7,15.75,0,15.75,
FOOD,Kids Menu,Kids #2,No Tomatoes,,1,0,0,0,
FOOD,Kids Menu,Kids #2,No Tortilla,,1,0,0,0,
FOOD,Kids Menu,Kids #2,Beans,,7,0,0,0,
FOOD,Kids Menu,Kids #2,Corn Soft,,8,0,0,0,
FOOD,Kids Menu,Kids #2,Tomatoes,,2,0,0,0,
FOOD,Kids Menu,Kids #2,Flour Soft,,609,0,0,0,
FOOD,Kids Menu,Kids #2,SUB GRILLED STEAK,,3,6.75,0,6.75,
FOOD,Kids Menu,Kids #2,No Beans,,137,0,0,0,
FOOD,Kids Menu,Kids #2,Tomatoes,,4,6,0,6,
FOOD,Kids Menu,Kids #2,Beef Tips,,3,0,0,0,
FOOD,Kids Menu,Kids #2,Lettuce,,19,0,0,0,
FOOD,Kids Menu,Kids #2,No Onion,,2,0,0,0,
FOOD,Kids Menu,Kids #2,No Green Bell Pepper,,1,0,0,0,
FOOD,Kids Menu,Kids #2,No Rice,,54,0,0,0,
FOOD,Kids Menu,Kids #2,Ground Beef,,484,0,0,0,
FOOD,Kids Menu,Kids #2,Grilled Steak,,11,24.75,0,24.75,
FOOD,Kids Menu,Kids #2,No Cilantro,,2,0,0,0,
FOOD,Kids Menu,Kids #2,Shredded Cheese,,14,0,0,0,
FOOD,Kids Menu,Kids #2,No Cheese,,74,0,0,0,
FOOD,Kids Menu,Kids #2,Pico,,2,0,0,0,
FOOD,Kids Menu,Kids #2,Shredded Chicken,,220,0,0,0,
FOOD,Kids Menu,Kids #2,No Red Bell Peppers,,1,0,0,0,
FOOD,Kids Menu,Kids #2,Carnitas,,1,2.25,0,2.25,
FOOD,Kids Menu,Kids #2,Queso On Top,,1,1.99,0,1.99,
FOOD,Kids Menu,Kids #2,Sour Cream,,6,0,0,0,
FOOD,Kids Menu,Kids #2,Shrimp,,3,6.75,0,6.75,
FOOD,Kids Menu,Kids #2,Crunchy,,439,0,0,0,
FOOD,Kids Menu,Kids #2,Cheese,,5,0,0,0,
FOOD,Kids Menu,Kids #5,,5.61,925,5187.67,109.32,5078.35,
FOOD,Kids Menu,Kids #5,Grilled Steak,,6,13.5,0,13.5,
FOOD,Kids Menu,Kids #5,No Tomatoes,,2,0,0,0,
FOOD,Kids Menu,Kids #5,Queso On Top,,7,13.93,0,13.93,
FOOD,Kids Menu,Kids #5,Jalapenos,,5,7.5,0,7.5,
FOOD,Kids Menu,Kids #5,Nacho Cheese,,7,0,0,0,
FOOD,Kids Menu,Kids #5,Tomatoes,,3,4.5,0,4.5,
FOOD,Kids Menu,Kids #5,Steak,,1,0,0,0,
FOOD,Kids Menu,Kids #5,Chicken,,1,3.5,0,3.5,
FOOD,Kids Menu,Kids #5,No Sour Cream,,1,0,0,0,
FOOD,Kids Menu,Kids #5,Beans,,5,8.75,0,8.75,
FOOD,Kids Menu,Kids #5,Supreme,,13,19.5,0,19.5,
FOOD,Kids Menu,Kids #5,Cheese,,166,0,0,0,
FOOD,Kids Menu,Kids #5,Onion,,1,0,0,0,
FOOD,Kids Menu,Kids #5,No Onion,,4,0,0,0,
FOOD,Kids Menu,Kids #5,Guacamole,,2,4,0,4,
FOOD,Kids Menu,Kids #5,Beans,,71,0,0,0,
FOOD,Kids Menu,Kids #5,SUB GRILLED CHICKEN,,37,83.25,0,83.25,
FOOD,Kids Menu,Kids #5,Beef Tips,,1,0,0,0,
FOOD,Kids Menu,Kids #5,Carnitas,,3,6.75,0,6.75,
FOOD,Kids Menu,Kids #5,No Lettuce,,1,0,0,0,
FOOD,Kids Menu,Kids #5,Guacamole,,2,0,0,0,
FOOD,Kids Menu,Kids #5,Grilled Chicken,,42,94.5,0,94.5,
FOOD,Kids Menu,Kids #5,*ALLERGY ALERT*,,1,0,0,0,
FOOD,Kids Menu,Kids #5,SUB GRILLED SHRIMP,,1,2.25,0,2.25,
FOOD,Kids Menu,Kids #5,NUT ALLERGY,,1,0,0,0,
FOOD,Kids Menu,Kids #5,Lettuce,,5,5,0,5,
FOOD,Kids Menu,Kids #5,Avocado,,1,1.5,0,1.5,
FOOD,Kids Menu,Kids #5,Ground Beef,,365,0,0,0,
FOOD,Kids Menu,Kids #5,Chicken,,6,0,0,0,
FOOD,Kids Menu,Kids #5,Tomatoes,,1,0,0,0,
FOOD,Kids Menu,Kids #5,Shredded Chicken,,220,0,0,0,
FOOD,Kids Menu,Kids #5,Onion,,1,1.5,0,1.5,
FOOD,Kids Menu,Kids #5,Sour Cream,,1,1.5,0,1.5,
FOOD,Kids Menu,Kids #5,SUB GRILLED STEAK,,4,9,0,9,
FOOD,Kids Menu,Kids #5,Jalapenos,,1,0,0,0,
FOOD,Kids Menu,Kids #5,Nacho Cheese,,1,2,0,2,
FOOD,Kids Menu,Kids #5,Sour Cream,,4,0,0,0,
FOOD,Kids Menu,Kids #5,No Cheese,,1,0,0,0,
FOOD,Kids Menu,Kids #5,No Jalapenos,,1,0,0,0,
FOOD,Kids Menu,Kids #5,EXTRA PLATE,,2,0,0,0,
FOOD,Kids Menu,Kids #5,Rice,,3,5.25,0,5.25,
FOOD,Kids Menu,Kids #5,No Beans,,3,0,0,0,
FOOD,Kids Menu,Kids #6,,5.31,1263,6701.97,160.48,6541.49,
FOOD,Kids Menu,Kids #6,SUB GRILLED SHRIMP,,3,6.75,0,6.75,
FOOD,Kids Menu,Kids #6,SUB GRILLED CHICKEN,,9,20.25,0,20.25,
FOOD,Kids Menu,Kids #6,SUB GRILLED STEAK,,1,2.25,0,2.25,
FOOD,Kids Menu,Kids #6,No Rice,,1,0,0,0,
FOOD,Kids Menu,Kids #6,EXTRA PLATE,,4,0,0,0,
FOOD,Kids Menu,Kids #4,,5.4,345,1862.45,40.81,1821.64,
FOOD,Kids Menu,Kids #4,Shredded Chicken,,69,0,0,0,
FOOD,Kids Menu,Kids #4,Crunchy,,176,0,0,0,
FOOD,Kids Menu,Kids #4,Ground Beef,,171,0,0,0,
FOOD,Kids Menu,Kids #4,Queso On Top,,5,9.95,0,9.95,
FOOD,Kids Menu,Kids #4,Shredded Cheese,,1,0,0,0,
FOOD,Kids Menu,Kids #4,Tomatoes,,2,3,0,3,
FOOD,Kids Menu,Kids #4,Flour Soft,,169,0,0,0,
FOOD,Kids Menu,Kids #4,Lettuce,,1,0,0,0,
FOOD,Kids Menu,Kids #4,Chorizo,,1,2.25,0,2.25,
FOOD,Kids Menu,Kids #4,No Beans,,1,0,0,0,
FOOD,Kids Menu,Kids #4,No Lettuce,,81,0,0,0,
FOOD,Kids Menu,Kids #4,No Cheese,,16,0,0,0,
FOOD,Kids Menu,Kids #4,SUB GRILLED SHRIMP,,3,6.75,0,6.75,
FOOD,Kids Menu,Kids #4,No Salsa,,31,0,0,0,
FOOD,Kids Menu,Kids #4,SUB GRILLED STEAK,,3,6.75,0,6.75,
FOOD,Kids Menu,Kids #4,Cheese,,2,0,0,0,
FOOD,Kids Menu,Kids #4,Beans,,1,0,0,0,
FOOD,Kids Menu,Kids #4,Shrimp,,1,2.25,0,2.25,
FOOD,Kids Menu,Kids #4,Corn Soft,,0,0,0,0,
FOOD,Kids Menu,Kids #4,Lettuce,,1,1,0,1,
FOOD,Kids Menu,Kids #4,Grilled Steak,,3,6.75,0,6.75,
FOOD,Kids Menu,Kids #4,Salsa,,4,0,0,0,
FOOD,Kids Menu,Kids #4,Grilled Chicken,,2,4.5,0,4.5,
FOOD,Kids Menu,Kids #4,No Rice,,1,0,0,0,
FOOD,Kids Menu,Kids #4,Sour Cream,,1,0,0,0,
FOOD,Kids Menu,Kids #4,Pico,,1,1.5,0,1.5,
FOOD,Kids Menu,Kids #3,,5.39,316,1703.4,76.04,1627.36,
FOOD,Kids Menu,Kids #3,No Rice,,21,0,0,0,
FOOD,Kids Menu,Kids #3,No Salsa,,38,0,0,0,
FOOD,Kids Menu,Kids #3,Shrimp,,1,2.25,0,2.25,
FOOD,Kids Menu,Kids #3,Salsa,,8,0,0,0,
FOOD,Kids Menu,Kids #3,No Beans,,36,0,0,0,
FOOD,Kids Menu,Kids #3,Carnitas,,1,2.25,0,2.25,
FOOD,Kids Menu,Kids #3,Ground Beef,,110,0,0,0,
FOOD,Kids Menu,Kids #3,Queso On Top,,10,19.9,0,19.9,
FOOD,Kids Menu,Kids #3,Cheese,,62,0,0,0,
FOOD,Kids Menu,Kids #3,Grilled Steak,,2,4.5,0,4.5,
FOOD,Kids Menu,Kids #3,Rice,,1,0,0,0,
FOOD,Kids Menu,Kids #3,Grilled Chicken,,3,6.75,0,6.75,
FOOD,Kids Menu,Kids #3,No Cheese,,1,0,0,0,
FOOD,Kids Menu,Kids #3,Shredded Chicken,,56,0,0,0,
FOOD,Kids Menu,Kids #3,Sour Cream,,1,1.5,0,1.5,
FOOD,Kids Menu,Kids #3,Beans,,8,0,0,0,
FOOD,Kids Menu,Kids #3,SUB GRILLED CHICKEN,,1,2.25,0,2.25,
FOOD,Kids Menu,Kids #3,Beans,,2,0,0,0,
FOOD,Kids Menu,Kids #7,,5.52,387,2136.03,58.27,2077.76,
FOOD,Kids Menu,Kids #7,No Lettuce,,1,0,0,0,
FOOD,Kids Menu,Kids #7,No Salsa,,85,0,0,0,
FOOD,Kids Menu,Kids #7,Rice,,2,3.5,0,3.5,
FOOD,Kids Menu,Kids #7,Ground Beef,,133,0,0,0,
FOOD,Kids Menu,Kids #7,No Beans,,21,0,0,0,
FOOD,Kids Menu,Kids #7,Carnitas,,1,2.25,0,2.25,
FOOD,Kids Menu,Kids #7,SUB GRILLED STEAK,,2,4.5,0,4.5,
FOOD,Kids Menu,Kids #7,Beans,,44,0,0,0,
FOOD,Kids Menu,Kids #7,Grilled Chicken,,3,6.75,0,6.75,
FOOD,Kids Menu,Kids #7,Shredded Chicken,,103,0,0,0,
FOOD,Kids Menu,Kids #7,Beans,,1,1.75,0,1.75,
FOOD,Kids Menu,Kids #7,SEE SERVER,,1,0,0,0,
FOOD,Kids Menu,Kids #7,Cheese,,11,0,0,0,
FOOD,Kids Menu,Kids #7,Lettuce,,1,1,0,1,
FOOD,Kids Menu,Kids #7,No Salad,,0,0,0,0,
FOOD,Kids Menu,Kids #7,Salsa,,6,0,0,0,
FOOD,Kids Menu,Kids #7,No Cheese,,9,0,0,0,
FOOD,Kids Menu,Kids #7,SUB GRILLED CHICKEN,,2,4.5,0,4.5,
FOOD,Kids Menu,Kids #7,No Tortilla,,1,0,0,0,
FOOD,Kids Menu,Kids #7,Guacamole,,1,2,0,2,
FOOD,Kids Menu,Kids #7,Grilled Steak,,9,20.25,0,20.25,
FOOD,Kids Menu,Kids #7,No Rice,,11,0,0,0,
FOOD,Kids Menu,Kids #7,Tomatoes,,1,1.5,0,1.5,
FOOD,Kids Menu,Kids #7,Shrimp,,2,4.5,0,4.5,
FOOD,Kids Menu,Kids #7,Queso On Top,,19,37.82,0,37.82,
FOOD,Kids Menu,Kids #8,,5.33,846,4511.48,190.35,4321.13,
FOOD,Kids Menu,Kids #8,Onion,,1,1.5,0,1.5,
FOOD,Kids Menu,Kids #8,EXTRA PLATE,,2,0,0,0,
FOOD,Kids Menu,Kids #8,Avocado,,3,4.5,0,4.5,
FOOD,Kids Menu,Kids #8,Beans,,1,0,0,0,
FOOD,Kids Menu,Kids #8,Lettuce,,5,5,0,5,
FOOD,Kids Menu,Kids #8,Tomatoes,,3,4.5,0,4.5,
FOOD,Kids Menu,Kids #8,Add Huevos (1),,4,6,0,6,
FOOD,Kids Menu,Kids #8,No Cheese,,133,0,0,0,
FOOD,Kids Menu,Kids #8,Rice,,1,0,0,0,
FOOD,Kids Menu,Kids #8,Rice,,1,1.75,0,1.75,
FOOD,Kids Menu,Kids #8,SUB GRILLED CHICKEN,,1,2.25,0,2.25,
FOOD,Lunch,,,9.46,6375,60294.11000000001,940.2100000000002,59353.9,
FOOD,Lunch,Huevos Rancheros,,9.64,193,1861.05,182.37,1678.68,
FOOD,Lunch,Huevos Rancheros,Salsa,,7,0,0,0,
FOOD,Lunch,Huevos Rancheros,Verde,,10,0,0,0,
FOOD,Lunch,Huevos Rancheros,Verde  2oz,,3,2.25,0,2.25,
FOOD,Lunch,Huevos Rancheros,Tomatillo,,8,0,0,0,
FOOD,Lunch,Huevos Rancheros,Steak,,6,30,0,30,
FOOD,Lunch,Huevos Rancheros,Salsa,,4,2.25,0,2.25,
FOOD,Lunch,Huevos Rancheros,Queso On Top,,1,1.99,0,1.99,
FOOD,Lunch,Huevos Rancheros,No Salsa,,7,0,0,0,
FOOD,Lunch,Huevos Rancheros,No Cheese,,2,0,0,0,
FOOD,Lunch,Huevos Rancheros,No Tortilla,,1,0,0,0,
FOOD,Lunch,Huevos Rancheros,No Rice,,3,0,0,0,
FOOD,Lunch,Huevos Rancheros,Flour Tortillas,,57,0,0,0,
FOOD,Lunch,Huevos Rancheros,Shredded Chicken,,4,0,0,0,
FOOD,Lunch,Huevos Rancheros,Sour Cream,,4,6,0,6,
FOOD,Lunch,Huevos Rancheros,Grilled Steak,,15,33.75,0,33.75,
FOOD,Lunch,Huevos Rancheros,Guajillo,,5,0,0,0,
FOOD,Lunch,Huevos Rancheros,Robetina,,1,0,0,0,
FOOD,Lunch,Huevos Rancheros,No Sour Cream,,1,0,0,0,
FOOD,Lunch,Huevos Rancheros,Carnitas,,1,3.5,0,3.5,
FOOD,Lunch,Huevos Rancheros,Corn Tortillas,,110,0,0,0,
FOOD,Lunch,Huevos Rancheros,Add Huevos (1),,6,9,0,9,
FOOD,Lunch,Huevos Rancheros,Carnitas,,1,1,0,1,
FOOD,Lunch,Huevos Rancheros,Chorizo,,1,3.5,0,3.5,
FOOD,Lunch,Chilaquiles,,9.98,218,2176.07,76.31,2099.76,
FOOD,Lunch,Chilaquiles,Verde  2oz,,81,0,0,0,
FOOD,Lunch,Chilaquiles,Carnitas,,103,0,0,0,
FOOD,Lunch,Chilaquiles,No Salsa,,1,0,0,0,
FOOD,Lunch,Chilaquiles,Shredded Chicken,,72,0,0,0,
FOOD,Lunch,Chilaquiles,No Cheese,,1,0,0,0,
FOOD,Lunch,Chilaquiles,EXTRA PLATE,,1,0,0,0,
FOOD,Lunch,Chilaquiles,Guajillo  2oz,,66,0,0,0,
FOOD,Lunch,Chilaquiles,Sour Cream,,1,1.5,0,1.5,
FOOD,Lunch,Chilaquiles,Grill Chicken,,14,0,0,0,
FOOD,Lunch,Chilaquiles,Shrimp,,1,2.5,0,2.5,
FOOD,Lunch,Chilaquiles,No Sour Cream,,1,0,0,0,
FOOD,Lunch,Chilaquiles,Add Huevos (1),,1,1.5,0,1.5,
FOOD,Lunch,Chilaquiles,Salsa,,1,0,0,0,
FOOD,Lunch,Chilaquiles,Steak,,26,58.5,0,58.5,
FOOD,Lunch,Chilaquiles,Salsa,,1,0.75,0,0.75,
FOOD,Lunch,Chilaquiles,Beef Tips,,1,0,0,0,
FOOD,Lunch,Chilaquiles,No Rice,,5,0,0,0,
FOOD,Lunch,Chilaquiles,No Carne,,2,0,0,0,
FOOD,Lunch,Chilaquiles,No Beans,,9,0,0,0,
FOOD,Lunch,Chilaquiles,Chipotle  2oz,,1,0,0,0,
FOOD,Lunch,Chilaquiles,Tomatillo  2oz,,24,0,0,0,
FOOD,Lunch,Chilaquiles,Robetina  2oz,,1,0,0,0,
FOOD,Lunch,Chilaquiles,No Tortilla,,1,0,0,0,
FOOD,Lunch,Lunch #1,,9.33,122,1138.57,18.88,1119.69,
FOOD,Lunch,Lunch #1,Corn Soft,,3,0,0,0,
FOOD,Lunch,Lunch #1,Shredded Chicken,,25,0,0,0,
FOOD,Lunch,Lunch #1,Grilled Chicken,,4,4,0,4,
FOOD,Lunch,Lunch #1,Guacamole,,1,2,0,2,
FOOD,Lunch,Lunch #1,Ground Beef,,57,0,0,0,
FOOD,Lunch,Lunch #1,Beef Tips,,1,0,0,0,
FOOD,Lunch,Lunch #1,Queso On Top,,2,3.98,0,3.98,
FOOD,Lunch,Lunch #1,Shrimp,,1,2,0,2,
FOOD,Lunch,Lunch #1,No Sour Cream,,1,0,0,0,
FOOD,Lunch,Lunch #1,Grilled Steak,,1,2,0,2,
FOOD,Lunch,Lunch #1,No Beans,,5,0,0,0,
FOOD,Lunch,Lunch #1,Chorizo,,2,2,0,2,
FOOD,Lunch,Lunch #1,Flour Soft,,27,0,0,0,
FOOD,Lunch,Lunch #1,No Lettuce,,2,0,0,0,
FOOD,Lunch,Lunch #1,Pico,,1,1.5,0,1.5,
FOOD,Lunch,Lunch #1,Crunchy,,92,0,0,0,
FOOD,Lunch,Lunch Taco Salad,,8.76,491,4301.45,97.41,4204.04,
FOOD,Lunch,Lunch Taco Salad,No Rice,,1,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Shredded Cheese,,2,0,0,0,
FOOD,Lunch,Lunch Taco Salad,No Guacamole,,33,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Beans,,2,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Pico,,1,1.5,0,1.5,
FOOD,Lunch,Lunch Taco Salad,Guacamole,,8,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Shredded Beef,,19,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Sour Cream,,7,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Lettuce,,1,1,0,1,
FOOD,Lunch,Lunch Taco Salad,Beans,,7,0,0,0,
FOOD,Lunch,Lunch Taco Salad,No Lettuce,,1,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Queso On Top,,2,3.98,0,3.98,
FOOD,Lunch,Lunch Taco Salad,Chicken,,1,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Salsa,,1,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Fajita Mixed,,1,3.25,0,3.25,
FOOD,Lunch,Lunch Taco Salad,No Avocado,,1,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Fajita Shrimp,,2,8,0,8,
FOOD,Lunch,Lunch Taco Salad,Rice,,1,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Chicken,,1,3.5,0,3.5,
FOOD,Lunch,Lunch Taco Salad,Shredded Cheese,,4,6,0,6,
FOOD,Lunch,Lunch Taco Salad,Guacamole,,1,2,0,2,
FOOD,Lunch,Lunch Taco Salad,No Red Bell Peppers,,3,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Sour Cream,,1,1.5,0,1.5,
FOOD,Lunch,Lunch Taco Salad,No Cilantro,,1,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Ground Beef,,142,0,0,0,
FOOD,Lunch,Lunch Taco Salad,No Tortilla,,6,0,0,0,
FOOD,Lunch,Lunch Taco Salad,No Green Bell Pepper,,4,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Jalapenos,,3,4.5,0,4.5,
FOOD,Lunch,Lunch Taco Salad,No Sour Cream,,38,0,0,0,
FOOD,Lunch,Lunch Taco Salad,No Tomatoes,,21,0,0,0,
FOOD,Lunch,Lunch Taco Salad,No Onion,,57,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Shredded Chicken,,234,0,0,0,
FOOD,Lunch,Lunch Taco Salad,No Cheese,,7,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Fajita Steak,,13,31.75,0,31.75,
FOOD,Lunch,Lunch Taco Salad,Cheese,,3,0,0,0,
FOOD,Lunch,Lunch Taco Salad,Fajita Chicken,,59,141.75,0,141.75,
FOOD,Lunch,Lunch Taco Salad,Tomatoes,,1,0,0,0,
FOOD,Lunch,Lunch Taco Salad,No Beans,,29,0,0,0,
FOOD,Lunch,Lunch #5,,8.26,293,2420.81,11.32,2409.49,
FOOD,Lunch,Lunch #5,No Lettuce,,3,0,0,0,
FOOD,Lunch,Lunch #5,Shredded Cheese,,2,3,0,3,
FOOD,Lunch,Lunch #5,Sour Cream,,1,0,0,0,
FOOD,Lunch,Lunch #5,Beef Tips,,2,0,0,0,
FOOD,Lunch,Lunch #5,Refried Beans,,73,0,0,0,
FOOD,Lunch,Lunch #5,Taco,,223,8,0,8,
FOOD,Lunch,Lunch #5,Queso On Top,,8,15.92,0,15.92,
FOOD,Lunch,Lunch #5,No Cheese,,1,0,0,0,
FOOD,Lunch,Lunch #5,Item #1,,225,24.42,0,24.42,
FOOD,Lunch,Lunch #5,No Rice,,2,0,0,0,
FOOD,Lunch,Lunch #5,Beans,,9,0,0,0,
FOOD,Lunch,Lunch #5,Lettuce,,1,0,0,0,
FOOD,Lunch,Lunch #5,Shredded Chicken,,75,0,0,0,
FOOD,Lunch,Lunch #5,Shrimp,,1,2,0,2,
FOOD,Lunch,Lunch #5,Sour Cream,,1,1.5,0,1.5,
FOOD,Lunch,Lunch #5,No Salsa,,1,0,0,0,
FOOD,Lunch,Lunch #5,Carnitas,,1,1,0,1,
FOOD,Lunch,Lunch #5,Ground Beef,,151,0,0,0,
FOOD,Lunch,Lunch #5,Grilled Chicken,,5,5,0,5,
FOOD,Lunch,Lunch #5,Side,,234,0.5,0,0.5,
FOOD,Lunch,Lunch #5,Beans,,1,0,0,0,
FOOD,Lunch,Lunch #5,Beef Tips,,1,0,0,0,
FOOD,Lunch,Lunch #5,White Rice,,1,0,0,0,
FOOD,Lunch,Lunch #5,Cheese,,4,0,0,0,
